# EOS from Jan-Erik Christian with effective mass m065 (m^*/m=0.65)
# The crust is from the BPS EOS
#	n_b [1/fm^3]			placeholder number        energy density [MeV/fm^3]    p [MeV/fm^3]
   8.78559980362653732278E-0004          57   8.73099999999999999983E-0004  0.820699999999999999986      
   9.99999977648258209292E-0004          58   5.94399999999999999996E-0004  0.938999999999999999977      
   3.99999991059303283717E-0003          59   5.79899999999999999995E-0003   3.76200000000000000003      
   7.99999982118606567434E-0003          60   1.16600000000000000001E-0002   7.53000000000000000019      
   1.19999997317790985111E-0002          61   2.08499999999999999997E-0002   11.3000000000000000002      
   1.59999996423721313487E-0002          62   3.21600000000000000016E-0002   15.0800000000000000008      
   1.99999995529651641846E-0002          63   4.51499999999999999987E-0002   18.8600000000000000006      
   2.39999994635581970222E-0002          64   5.96100000000000000025E-0002   22.6400000000000000012      
   2.79999993741512298581E-0002          65   7.54399999999999999980E-0002   26.4200000000000000001      
   3.19999992847442626973E-0002          66   9.25999999999999999991E-0002   30.2099999999999999992      
   3.59999991953372955315E-0002          67  0.110999999999999999993         34.0000000000000000000      
   3.99999991059303283691E-0002          68  0.130799999999999999993         37.7900000000000000008      
   4.39999990165233612067E-0002          69  0.151799999999999999997         41.5800000000000000017      
   4.79999989271163940443E-0002          70  0.174200000000000000000         45.3800000000000000010      
   5.19999988377094268785E-0002          71  0.197999999999999999988         49.1800000000000000003      
   5.59999987483024597161E-0002          72  0.223099999999999999998         52.9799999999999999996      
   5.99999986588954925537E-0002          73  0.249699999999999999999         56.7799999999999999989      
   6.39999985694885253947E-0002          74  0.277700000000000000013         60.5800000000000000017      
   6.79999984800815582289E-0002          75  0.307299999999999999995         64.3799999999999999975      
   4.66999999999999999984E-0002          76  0.144099999999999999994         44.0436999999999999993      
   5.32999999999999999996E-0002          77  0.197700000000000000001         50.3597999999999999983      
   5.99999999999999999954E-0002          78  0.261400000000000000004         56.6832000000000000017      
   6.66999999999999999980E-0002          79  0.335399999999999999973         63.0142000000000000008      
   7.33000000000000000026E-0002          80  0.419999999999999999988         69.3532000000000000001      
   7.99999999999999999984E-0002          81  0.515800000000000000025         75.7002999999999999989      
   8.67000000000000000010E-0002          82  0.623299999999999999986         82.0560000000000000012      
   9.32999999999999999988E-0002          83  0.743399999999999999982         88.4203000000000000000      
   1.00000000000000000001E-0001          84  0.877099999999999999979         94.7937000000000000027      
  0.106699999999999999997                85   1.02580000000000000002         101.176600000000000000      
  0.113300000000000000002                86   1.19079999999999999998         107.569199999999999998      
  0.119999999999999999991                87   1.37399999999999999998         113.972000000000000003      
  0.126700000000000000000                88   1.57529999999999999996         120.385500000000000009      
  0.133300000000000000005                89   1.79300000000000000003         126.810099999999999994      
  0.140000000000000000001                90   2.03229999999999999994         133.245999999999999996      
  0.146699999999999999996                91   2.29630000000000000001         139.693900000000000003      
  0.153300000000000000001                92   2.58790000000000000005         146.154399999999999996      
  0.159999999999999999997                93   2.90990000000000000003         152.628299999999999997      
  0.166700000000000000006                94   3.26530000000000000001         159.116199999999999998      
  0.173299999999999999997                95   3.65700000000000000002         165.619099999999999998      
  0.180000000000000000007                96   4.08780000000000000001         172.137800000000000006      
  0.186700000000000000002                97   4.56099999999999999997         178.673200000000000021      
  0.193299999999999999993                98   5.07979999999999999984         185.226299999999999987      
  0.200000000000000000003                99   5.64729999999999999951         191.798100000000000004      
  0.206699999999999999999               100   6.26699999999999999992         198.389600000000000002      
  0.213300000000000000003               101   6.94239999999999999984         205.002100000000000005      
  0.219999999999999999999               102   7.67710000000000000048         211.636599999999999999      
  0.226699999999999999995               103   8.47479999999999999982         218.294200000000000003      
  0.233299999999999999999               104   9.33940000000000000030         224.976300000000000001      
  0.239999999999999999982               105   10.2746999999999999997         231.684099999999999986      
  0.246700000000000000004               106   11.2848000000000000002         238.418899999999999995      
  0.253300000000000000009               107   12.3738999999999999997         245.182099999999999998      
  0.259999999999999999991               108   13.5460000000000000001         251.975000000000000006      
  0.266700000000000000001               109   14.8054999999999999990         258.798999999999999988      
  0.273299999999999999992               110   16.1565000000000000002         265.655700000000000005      
  0.280000000000000000001               111   17.6032999999999999995         272.546500000000000014      
  0.286700000000000000010               112   19.1499999999999999997         279.472899999999999987      
  0.293300000000000000001               113   20.8005999999999999991         286.436400000000000010      
  0.300000000000000000011               114   22.5590000000000000004         293.438700000000000007      
  0.306699999999999999993               115   24.4291000000000000023         300.481300000000000006      
  0.313300000000000000011               116   26.4140999999999999993         307.565799999999999997      
  0.319999999999999999993               117   28.5174999999999999982         314.693700000000000011      
  0.326700000000000000003               118   30.7421999999999999986         321.866799999999999987      
  0.333299999999999999994               119   33.0906000000000000000         329.086499999999999994      
  0.340000000000000000003               120   35.5651000000000000016         336.354399999999999993      
  0.346700000000000000013               121   38.1675999999999999990         343.671999999999999986      
  0.353300000000000000004               122   40.8996000000000000003         351.041000000000000009      
  0.360000000000000000013               123   43.7621999999999999990         358.462700000000000000      
  0.366699999999999999995               124   46.7561000000000000013         365.938700000000000007      
  0.373300000000000000013               125   49.8818000000000000005         373.470300000000000024      
  0.379999999999999999996               126   53.1394999999999999990         381.058899999999999980      
  0.386700000000000000005               127   56.5287999999999999992         388.705800000000000038      
  0.393299999999999999996               128   60.0493999999999999995         396.412199999999999983      
  0.400000000000000000005               129   63.7003999999999999983         404.179399999999999976      
  0.406699999999999999988               130   67.4809999999999999970         412.008599999999999997      
  0.413300000000000000006               131   71.3901000000000000023         419.900700000000000028      
  0.419999999999999999988               132   75.4262999999999999984         427.856999999999999984      
  0.426699999999999999997               133   79.5883999999999999994         435.878300000000000025      
  0.433299999999999999988               134   83.8748000000000000012         443.965600000000000042      
  0.439999999999999999998               135   88.2840999999999999984         452.119899999999999979      
  0.446700000000000000007               136   92.8145000000000000018         460.341799999999999993      
  0.453299999999999999998               137   97.4645000000000000032         468.632199999999999984      
  0.460000000000000000008               138   102.232499999999999998         476.991899999999999976      
  0.466699999999999999990               139   107.116899999999999997         485.421600000000000003      
  0.473300000000000000008               140   112.115999999999999999         493.921800000000000008      
  0.479999999999999999963               141   117.228200000000000007         502.493299999999999988      
  0.486700000000000000000               142   122.452100000000000002         511.136500000000000010      
  0.493299999999999999991               143   127.786100000000000000         519.851999999999999980      
  0.500000000000000000000               144   133.228700000000000001         528.640400000000000025      
  0.506700000000000000009               145   138.778499999999999998         537.502000000000000002      
  0.513299999999999999973               146   144.434200000000000003         546.437400000000000011      
  0.519999999999999999983               147   150.194400000000000003         555.446900000000000019      
  0.526699999999999999992               148   156.057800000000000004         564.530899999999999983      
  0.533300000000000000010               149   162.023300000000000001         573.689699999999999980      
  0.540000000000000000020               150   168.089599999999999999         582.923800000000000010      
  0.546699999999999999975               151   174.255699999999999997         592.233399999999999996      
  0.553299999999999999993               152   180.520500000000000004         601.618700000000000028      
  0.560000000000000000002               153   186.882999999999999993         611.080199999999999994      
  0.566700000000000000012               154   193.342200000000000004         620.617900000000000005      
  0.573299999999999999975               155   199.897199999999999998         630.232300000000000006      
  0.579999999999999999985               156   206.547200000000000006         639.923399999999999999      
  0.586699999999999999994               157   213.291100000000000012         649.691400000000000015      
  0.593300000000000000012               158   220.128399999999999986         659.536700000000000010      
  0.600000000000000000022               159   227.058200000000000002         669.459199999999999997      
  0.606699999999999999977               160   234.079699999999999993         679.459299999999999986      
  0.613299999999999999995               161   241.192400000000000002         689.537100000000000022      
  0.620000000000000000004               162   248.395500000000000004         699.692600000000000049      
  0.626700000000000000014               163   255.688399999999999998         709.926099999999999979      
  0.633299999999999999978               164   263.070599999999999996         720.237599999999999978      
  0.639999999999999999987               165   270.541399999999999992         730.627400000000000013      
  0.646699999999999999996               166   278.100300000000000000         741.095400000000000040      
  0.653300000000000000014               167   285.746799999999999992         751.641699999999999993      
  0.660000000000000000024               168   293.480500000000000010         762.266600000000000004      
  0.666699999999999999979               169   301.300800000000000012         772.969999999999999973      
  0.673299999999999999997               170   309.207199999999999995         783.752000000000000002      
  0.680000000000000000007               171   317.199500000000000011         794.612800000000000011      
  0.686700000000000000016               172   325.277100000000000013         805.552300000000000069      
  0.693299999999999999980               173   333.439700000000000008         816.570599999999999941      
  0.699999999999999999989               174   341.686900000000000011         827.667900000000000049      
  0.706699999999999999999               175   350.018300000000000011         838.844100000000000017      
  0.713300000000000000017               176   358.433700000000000002         850.099299999999999999      
  0.720000000000000000026               177   366.932600000000000012         861.433499999999999996      
  0.726699999999999999981               178   375.514899999999999997         872.846799999999999997      
  0.733299999999999999999               179   384.180100000000000010         884.339200000000000002      
  0.740000000000000000009               180   392.927900000000000003         895.910800000000000054      
  0.746700000000000000018               181   401.758200000000000013         907.561599999999999988      
  0.753299999999999999982               182   410.670700000000000018         919.291499999999999981      
  0.759999999999999999991               183   419.665099999999999997         931.100700000000000012      
  0.766700000000000000001               184   428.741100000000000009         942.989200000000000024      
  0.773300000000000000019               185   437.898600000000000010         954.956899999999999973      
  0.779999999999999999974               186   447.137300000000000033         967.003900000000000015      
  0.786699999999999999983               187   456.456999999999999990         979.130300000000000027      
  0.793300000000000000001               188   465.857499999999999984         991.335899999999999976      
  0.800000000000000000011               189   475.338499999999999995         1003.62090000000000001      
  0.806700000000000000020               190   484.899999999999999994         1015.98520000000000002      
  0.813299999999999999984               191   494.541800000000000004         1028.42889999999999995      
  0.819999999999999999993               192   504.263500000000000012         1040.95199999999999996      
  0.826700000000000000003               193   514.065199999999999980         1053.55440000000000000      
  0.833300000000000000021               194   523.946599999999999997         1066.23619999999999997      
  0.839999999999999999976               195   533.907499999999999973         1078.99729999999999996      
  0.846699999999999999986               196   543.947799999999999976         1091.83779999999999999      
  0.853300000000000000004               197   554.067400000000000015         1104.75770000000000004      
  0.860000000000000000013               198   564.266199999999999992         1117.75700000000000001      
  0.866700000000000000022               199   574.543899999999999995         1130.83560000000000001      
  0.873299999999999999986               200   584.900500000000000023         1143.99360000000000004      
  0.879999999999999999996               201   595.335799999999999987         1157.23089999999999999      
  0.886700000000000000005               202   605.849700000000000011         1170.54759999999999998      
  0.893300000000000000023               203   616.442199999999999982         1183.94369999999999998      
  0.899999999999999999978               204   627.112999999999999989         1197.41900000000000004      
  0.906699999999999999988               205   637.861999999999999988         1210.97380000000000000      
  0.913300000000000000006               206   648.689199999999999979         1224.60780000000000001      
  0.920000000000000000015               207   659.594499999999999973         1238.32120000000000004      
  0.926700000000000000025               208   670.577699999999999991         1252.11380000000000001      
  0.933299999999999999988               209   681.638799999999999979         1265.98580000000000001      
  0.939999999999999999998               210   692.777600000000000013         1279.93700000000000006      
  0.946700000000000000007               211   703.994199999999999973         1293.96750000000000003      
  0.953299999999999999971               212   715.288300000000000001         1308.07730000000000004      
  0.959999999999999999926               213   726.659799999999999998         1322.26639999999999997      
  0.966700000000000000044               214   738.108800000000000008         1336.53459999999999996      
  0.973300000000000000062               215   749.635199999999999987         1350.88210000000000000      
  0.980000000000000000017               216   761.238800000000000012         1365.30879999999999996      
  0.986699999999999999973               217   772.919499999999999984         1379.81469999999999998      
  0.993300000000000000045               218   784.677399999999999947         1394.39980000000000004      
   1.00000000000000000000               219   796.512300000000000033         1409.06410000000000016      
   1.00670000000000000001               220   808.424099999999999977         1423.80749999999999988      
   1.01329999999999999997               221   820.412899999999999989         1438.63010000000000010      
   1.01999999999999999998               222   832.478399999999999992         1453.53180000000000005      
   1.02669999999999999999               223   844.620800000000000074         1468.51259999999999994      
   1.03329999999999999996               224   856.839800000000000046         1483.57250000000000001      
   1.03999999999999999997               225   869.135400000000000020         1498.71140000000000003      
   1.04669999999999999997               226   881.507699999999999985         1513.92950000000000010      
   1.05330000000000000005               227   893.956399999999999972         1529.22650000000000015      
   1.05999999999999999995               228   906.481700000000000073         1544.60270000000000001      
   1.06669999999999999996               229   919.083299999999999985         1560.05779999999999996      
   1.07330000000000000003               230   931.761299999999999921         1575.59189999999999998      
   1.08000000000000000004               231   944.515500000000000014         1591.20499999999999996      
   1.08670000000000000005               232   957.346100000000000019         1606.89709999999999990      
   1.09330000000000000001               233   970.252800000000000025         1622.66810000000000003      
   1.10000000000000000002               234   983.235700000000000021         1638.51810000000000000      
   1.10670000000000000003               235   996.294700000000000073         1654.44689999999999996      
   1.11329999999999999999               236   1009.42970000000000003         1670.45469999999999988      
   1.12000000000000000000               237   1022.64079999999999998         1686.54139999999999999      
   1.12670000000000000001               238   1035.92779999999999996         1702.70689999999999997      
   1.13329999999999999998               239   1049.29079999999999995         1718.95120000000000016      
   1.13999999999999999999               240   1062.72960000000000003         1735.27439999999999987      
   1.14670000000000000000               241   1076.24429999999999996         1751.67640000000000000      
   1.15329999999999999996               242   1089.83479999999999999         1768.15720000000000001      
   1.15999999999999999997               243   1103.50100000000000000         1784.71679999999999999      
   1.16669999999999999998               244   1117.24299999999999999         1801.35509999999999997      
   1.17330000000000000005               245   1131.06059999999999999         1818.07220000000000004      
   1.17999999999999999995               246   1144.95399999999999996         1834.86799999999999999      
   1.18669999999999999996               247   1158.92290000000000005         1851.74250000000000005      
   1.19330000000000000003               248   1172.96740000000000004         1868.69569999999999999      
   1.20000000000000000004               249   1187.08740000000000003         1885.72750000000000004      
   1.20670000000000000005               250   1201.28300000000000003         1902.83809999999999996      
   1.21330000000000000002               251   1215.55400000000000005         1920.02720000000000011      
   1.22000000000000000003               252   1229.90049999999999997         1937.29500000000000015      
   1.22670000000000000004               253   1244.32240000000000002         1954.64139999999999997      
   1.23330000000000000000               254   1258.81969999999999998         1972.06630000000000003      
   1.24000000000000000001               255   1273.39229999999999998         1989.56989999999999996      
   1.24670000000000000002               256   1288.04030000000000000         2007.15190000000000015      
   1.25329999999999999998               257   1302.76349999999999996         2024.81259999999999999      
   1.25999999999999999999               258   1317.56200000000000006         2042.55169999999999997      
   1.26670000000000000000               259   1332.43579999999999997         2060.36929999999999996      
   1.27329999999999999996               260   1347.38470000000000004         2078.26540000000000008      
   1.27999999999999999997               261   1362.40890000000000015         2096.23999999999999999      
   1.28669999999999999998               262   1377.50819999999999987         2114.29299999999999993      
   1.29329999999999999995               263   1392.68259999999999998         2132.42440000000000011      
   1.29999999999999999996               264   1407.93210000000000004         2150.63430000000000009      
   1.30669999999999999997               265   1423.25669999999999993         2168.92260000000000009      
   1.31330000000000000004               266   1438.65640000000000009         2187.28919999999999990      
   1.32000000000000000005               267   1454.13100000000000001         2205.73419999999999996      
   1.32669999999999999995               268   1469.68070000000000008         2224.25750000000000006      
   1.33330000000000000002               269   1485.30540000000000000         2242.85919999999999996      
   1.34000000000000000003               270   1501.00500000000000000         2261.53919999999999990      
   1.34670000000000000004               271   1516.77959999999999996         2280.29740000000000011      
   1.35330000000000000000               272   1532.62909999999999988         2299.13399999999999990      
   1.36000000000000000001               273   1548.55349999999999999         2318.04879999999999995      
   1.36670000000000000002               274   1564.55270000000000008         2337.04180000000000006      
   1.37329999999999999999               275   1580.62680000000000013         2356.11309999999999998      
   1.38000000000000000000               276   1596.77569999999999983         2375.26259999999999994      
   1.38670000000000000001               277   1612.99950000000000006         2394.49029999999999996      
   1.39329999999999999997               278   1629.29800000000000015         2413.79620000000000002      
   1.39999999999999999998               279   1645.67130000000000001         2433.18019999999999992      
   1.40669999999999999999               280   1662.11929999999999996         2452.64240000000000008      
   1.41329999999999999995               281   1678.64209999999999989         2472.18270000000000008      
   1.41999999999999999996               282   1695.23960000000000004         2491.80109999999999992      
   1.42669999999999999997               283   1711.91179999999999994         2511.49760000000000004      
   1.43330000000000000004               284   1728.65859999999999996         2531.27220000000000000      
   1.44000000000000000005               285   1745.48019999999999985         2551.12490000000000001      
   1.44669999999999999995               286   1762.37629999999999997         2571.05560000000000009      
   1.45330000000000000003               287   1779.34709999999999985         2591.06430000000000002      
   1.46000000000000000003               288   1796.39249999999999996         2611.15110000000000001      
   1.46670000000000000004               289   1813.51249999999999996         2631.31580000000000008      
   1.47330000000000000001               290   1830.70699999999999996         2651.55859999999999999      
   1.48000000000000000002               291   1847.97609999999999997         2671.87929999999999997      
   1.48670000000000000003               292   1865.31969999999999998         2692.27800000000000002      
   1.49329999999999999999               293   1882.73790000000000000         2712.75459999999999994      
   1.50000000000000000000               294   1900.23060000000000003         2733.30919999999999992      
   1.50670000000000000001               295   1917.79769999999999996         2753.94169999999999976      
   1.51329999999999999997               296   1935.43940000000000012         2774.65199999999999991      
   1.51999999999999999998               297   1953.15549999999999997         2795.44029999999999991      
   1.52669999999999999999               298   1970.94599999999999995         2816.30640000000000001      
   1.53329999999999999996               299   1988.81100000000000005         2837.25029999999999997      
   1.53999999999999999997               300   2006.75039999999999996         2858.27210000000000001      
   1.54669999999999999997               301   2024.76429999999999998         2879.37169999999999992      
   1.55330000000000000005               302   2042.85250000000000004         2900.54909999999999992      
   1.55999999999999999995               303   2061.01499999999999990         2921.80430000000000001      
   1.56669999999999999996               304   2079.25200000000000000         2943.13729999999999998      
   1.57330000000000000003               305   2097.56329999999999991         2964.54810000000000003      
   1.58000000000000000004               306   2115.94890000000000008         2986.03660000000000019      
   1.58670000000000000005               307   2134.40890000000000004         3007.60280000000000022      
   1.59330000000000000001               308   2152.94310000000000005         3029.24669999999999992      
   1.60000000000000000002               309   2171.55170000000000008         3050.96839999999999993      
   1.60670000000000000003               310   2190.23459999999999992         3072.76769999999999983      
   1.61329999999999999999               311   2208.99170000000000003         3094.64480000000000004      
   1.62000000000000000000               312   2227.82309999999999994         3116.59939999999999993      
   1.62670000000000000001               313   2246.72869999999999990         3138.63179999999999970      
   1.63329999999999999998               314   2265.70859999999999990         3160.74170000000000003      
   1.63999999999999999999               315   2284.76269999999999993         3182.92930000000000001      
   1.64670000000000000000               316   2303.89100000000000001         3205.19450000000000012      
   1.65329999999999999996               317   2323.09349999999999992         3227.53730000000000011      
   1.65999999999999999997               318   2342.37020000000000008         3249.95770000000000000      
   1.66669999999999999998               319   2361.72110000000000007         3272.45560000000000000      
   1.67330000000000000005               320   2381.14620000000000011         3295.03109999999999991      
   1.67999999999999999995               321   2400.64539999999999997         3317.68409999999999993      
   1.68669999999999999996               322   2420.21869999999999989         3340.41460000000000030      
   1.69330000000000000003               323   2439.86620000000000008         3363.22269999999999990      
   1.70000000000000000004               324   2459.58790000000000009         3386.10820000000000007      
   1.70670000000000000005               325   2479.38359999999999994         3409.07129999999999992      
   1.71330000000000000002               326   2499.25340000000000007         3432.11179999999999990      
   1.72000000000000000003               327   2519.19740000000000002         3455.22980000000000000      
   1.72670000000000000004               328   2539.21540000000000004         3478.42520000000000002      
   1.73330000000000000000               329   2559.30750000000000011         3501.69799999999999995      
   1.74000000000000000001               330   2579.47370000000000001         3525.04830000000000001      
   1.74670000000000000002               331   2599.71389999999999998         3548.47600000000000020      
   1.75329999999999999998               332   2620.02820000000000000         3571.98099999999999987      
   1.75999999999999999999               333   2640.41650000000000009         3595.56349999999999989      
   1.76670000000000000000               334   2660.87880000000000003         3619.22329999999999983      
   1.77329999999999999996               335   2681.41510000000000002         3642.96049999999999991      
   1.77999999999999999997               336   2702.02550000000000008         3666.77499999999999969      
   1.78669999999999999998               337   2722.70979999999999999         3690.66680000000000006      
   1.79329999999999999995               338   2743.46819999999999973         3714.63599999999999968      
   1.79999999999999999996               339   2764.30049999999999977         3738.68250000000000011      
   1.80669999999999999997               340   2785.20679999999999987         3762.80630000000000002      
   1.81330000000000000004               341   2806.18710000000000027         3787.00730000000000008      
   1.82000000000000000005               342   2827.24130000000000007         3811.28560000000000030      
   1.82669999999999999995               343   2848.36949999999999994         3835.64119999999999999      
   1.83330000000000000002               344   2869.57160000000000011         3860.07400000000000029      
   1.84000000000000000003               345   2890.84759999999999991         3884.58410000000000006      
   1.84670000000000000004               346   2912.19750000000000001         3909.17130000000000001      
   1.85330000000000000000               347   2933.62139999999999995         3933.83580000000000010      
   1.86000000000000000001               348   2955.11919999999999997         3958.57749999999999990      
   1.86670000000000000002               349   2976.69080000000000008         3983.39640000000000009      
   1.87329999999999999999               350   2998.33640000000000003         4008.29239999999999999      
   1.88000000000000000000               351   3020.05579999999999985         4033.26560000000000006      
   1.88670000000000000001               352   3041.84919999999999995         4058.31600000000000006      
   1.89329999999999999997               353   3063.71629999999999994         4083.44350000000000001      
   1.89999999999999999998               354   3085.65739999999999976         4108.64809999999999990      
   1.90669999999999999988               355   3107.67220000000000013         4133.92980000000000018      
   1.91330000000000000006               356   3129.76099999999999990         4159.28860000000000019      
   1.91999999999999999985               357   3151.92349999999999999         4184.72460000000000013      
   1.92669999999999999997               358   3174.15989999999999993         4210.23760000000000003      
   1.93330000000000000015               359   3196.47010000000000018         4235.82770000000000010      
   1.93999999999999999994               360   3218.85420000000000007         4261.49480000000000013      
   1.94670000000000000006               361   3241.31200000000000006         4287.23899999999999988      
   1.95330000000000000003               362   3263.84359999999999991         4313.06020000000000003      
   1.96000000000000000003               363   3286.44909999999999983         4338.95849999999999991      
   1.96670000000000000015               364   3309.12830000000000030         4364.93369999999999997      
   1.97330000000000000001               365   3331.88119999999999998         4390.98600000000000021      
   1.97999999999999999991               366   3354.70799999999999996         4417.11529999999999996      
   1.98670000000000000003               367   3377.60850000000000004         4443.32149999999999990      
   1.99329999999999999988               368   3400.58279999999999998         4469.60469999999999979      
   2.00000000000000000000               369   3423.63080000000000003         4495.96490000000000009      
   2.00670000000000000001               370   3446.75259999999999994         4522.40200000000000014      
   2.01329999999999999997               371   3469.94809999999999994         4548.91610000000000014      
   2.01999999999999999998               372   3493.21740000000000004         4575.50709999999999988      
   2.02669999999999999999               373   3516.56030000000000002         4602.17499999999999982      
   2.03329999999999999996               374   3539.97700000000000009         4628.91979999999999995      
   2.03999999999999999997               375   3563.46740000000000004         4655.74149999999999983      
   2.04669999999999999997               376   3587.03149999999999986         4682.64009999999999989      
   2.05329999999999999994               377   3610.66940000000000000         4709.61560000000000015      
   2.05999999999999999995               378   3634.38090000000000002         4736.66800000000000015      
   2.06669999999999999996               379   3658.16599999999999970         4763.79720000000000013      
   2.07329999999999999992               380   3682.02489999999999970         4791.00320000000000009      
   2.07999999999999999993               381   3705.95750000000000024         4818.28609999999999980      
   2.08669999999999999994               382   3729.96369999999999978         4845.64579999999999993      
   2.09329999999999999990               383   3754.04360000000000031         4873.08230000000000004      
   2.09999999999999999991               384   3778.19710000000000027         4900.59560000000000013      
   2.10669999999999999992               385   3802.42429999999999990         4928.18570000000000020      
   2.11330000000000000010               386   3826.72510000000000008         4955.85259999999999980      
   2.11999999999999999990               387   3851.09959999999999991         4983.59629999999999983      
   2.12669999999999999991               388   3875.54770000000000008         5011.41679999999999984      
   2.13330000000000000009               389   3900.06949999999999990         5039.31400000000000006      
   2.14000000000000000010               390   3924.66480000000000006         5067.28790000000000004      
