# EOS from Jan-Erik Christian with effective mass m055 (m^*/m=0.55)
# The crust is from the BPS EOS
#	n_b [1/fm^3]			placeholder number        energy density [MeV/fm^3]    p [MeV/fm^3]
   8.78559980362653732278E-0004          57   8.73099999999999999983E-0004  0.820699999999999999986      
   9.99999977648258209292E-0004          58   5.94399999999999999996E-0004  0.938999999999999999977      
   3.99999991059303283717E-0003          59   5.79899999999999999995E-0003   3.76200000000000000003      
   7.99999982118606567434E-0003          60   1.16600000000000000001E-0002   7.53000000000000000019      
   1.19999997317790985111E-0002          61   2.08499999999999999997E-0002   11.3000000000000000002      
   1.59999996423721313487E-0002          62   3.21600000000000000016E-0002   15.0800000000000000008      
   1.99999995529651641846E-0002          63   4.51499999999999999987E-0002   18.8600000000000000006      
   2.39999994635581970222E-0002          64   5.96100000000000000025E-0002   22.6400000000000000012      
   2.79999993741512298581E-0002          65   7.54399999999999999980E-0002   26.4200000000000000001      
   3.19999992847442626973E-0002          66   9.25999999999999999991E-0002   30.2099999999999999992      
   3.59999991953372955315E-0002          67  0.110999999999999999993         34.0000000000000000000      
   3.99999991059303283691E-0002          68  0.130799999999999999993         37.7900000000000000008      
   4.39999990165233612067E-0002          69  0.151799999999999999997         41.5800000000000000017      
   4.79999989271163940443E-0002          70  0.174200000000000000000         45.3800000000000000010      
   5.19999988377094268785E-0002          71  0.197999999999999999988         49.1800000000000000003      
   5.59999987483024597161E-0002          72  0.223099999999999999998         52.9799999999999999996      
   5.99999986588954925537E-0002          73  0.249699999999999999999         56.7799999999999999989      
   6.39999985694885253947E-0002          74  0.277700000000000000013         60.5800000000000000017      
   6.79999984800815582289E-0002          75  0.307299999999999999995         64.3799999999999999975      
   4.66999999999999999984E-0002          76  0.172699999999999999982         44.1301999999999999998      
   5.32999999999999999996E-0002          77  0.209999999999999999994         50.4617999999999999987      
   5.99999999999999999954E-0002          78  0.248799999999999999997         56.7980000000000000010      
   6.66999999999999999980E-0002          79  0.290200000000000000002         63.1387999999999999998      
   7.33000000000000000026E-0002          80  0.336200000000000000011         69.4838999999999999968      
   7.99999999999999999984E-0002          81  0.389100000000000000012         75.8334000000000000019      
   8.67000000000000000010E-0002          82  0.451900000000000000012         82.1876999999999999988      
   9.32999999999999999988E-0002          83  0.527800000000000000004         88.5473999999999999977      
   1.00000000000000000001E-0001          84  0.620600000000000000006         94.9129999999999999991      
  0.106699999999999999997                85  0.733999999999999999992         101.285499999999999997      
  0.113300000000000000002                86  0.871900000000000000001         107.665799999999999996      
  0.119999999999999999991                87   1.03750000000000000002         114.054999999999999993      
  0.126700000000000000000                88   1.23220000000000000004         120.454200000000000000      
  0.133300000000000000005                89   1.46219999999999999995         126.864500000000000005      
  0.140000000000000000001                90   1.73220000000000000004         133.287300000000000000      
  0.146699999999999999996                91   2.04719999999999999999         139.724000000000000005      
  0.153300000000000000001                92   2.41219999999999999999         146.176199999999999996      
  0.159999999999999999997                93   2.83239999999999999972         152.645299999999999999      
  0.166700000000000000006                94   3.31360000000000000007         159.133199999999999999      
  0.173299999999999999997                95   3.86230000000000000008         165.641700000000000007      
  0.180000000000000000007                96   4.48539999999999999987         172.172700000000000006      
  0.186700000000000000002                97   5.19059999999999999989         178.728200000000000000      
  0.193299999999999999993                98   5.98669999999999999938         185.310499999999999984      
  0.200000000000000000003                99   6.88280000000000000008         191.921900000000000011      
  0.206699999999999999999               100   7.88910000000000000012         198.565000000000000002      
  0.213300000000000000003               101   9.01630000000000000025         205.242499999999999993      
  0.219999999999999999999               102   10.2753999999999999998         211.957199999999999995      
  0.226699999999999999995               103   11.6777999999999999997         218.712099999999999997      
  0.233299999999999999999               104   13.2346000000000000004         225.510600000000000012      
  0.239999999999999999982               105   14.9564000000000000010         232.355899999999999994      
  0.246700000000000000004               106   16.8529000000000000001         239.251299999999999996      
  0.253300000000000000009               107   18.9326000000000000002         246.200499999999999998      
  0.259999999999999999991               108   21.2024999999999999994         253.206900000000000001      
  0.266700000000000000001               109   23.6679000000000000006         260.273900000000000005      
  0.273299999999999999992               110   26.3323999999999999993         267.405099999999999988      
  0.280000000000000000001               111   29.1977000000000000007         274.603699999999999987      
  0.286700000000000000010               112   32.2639999999999999986         281.872900000000000009      
  0.293300000000000000001               113   35.5303000000000000005         289.215700000000000003      
  0.300000000000000000011               114   38.9940000000000000016         296.634899999999999992      
  0.306699999999999999993               115   42.6519000000000000003         304.133399999999999991      
  0.313300000000000000011               116   46.5000000000000000035         311.713400000000000006      
  0.319999999999999999993               117   50.5339000000000000030         319.377200000000000008      
  0.326700000000000000003               118   54.7488000000000000003         327.127000000000000002      
  0.333299999999999999994               119   59.1399999999999999994         334.964600000000000013      
  0.340000000000000000003               120   63.7025999999999999988         342.891699999999999965      
  0.346700000000000000013               121   68.4320000000000000021         350.909899999999999987      
  0.353300000000000000004               122   73.3235000000000000028         359.020699999999999996      
  0.360000000000000000013               123   78.3729999999999999982         367.225200000000000011      
  0.366699999999999999995               124   83.5761999999999999969         375.524700000000000000      
  0.373300000000000000013               125   88.9295000000000000068         383.920099999999999973      
  0.379999999999999999996               126   94.4291999999999999982         392.412499999999999978      
  0.386700000000000000005               127   100.072000000000000001         401.002599999999999991      
  0.393299999999999999996               128   105.854900000000000000         409.691099999999999992      
  0.400000000000000000005               129   111.775000000000000008         418.478899999999999992      
  0.406699999999999999988               130   117.829700000000000000         427.366499999999999992      
  0.413300000000000000006               131   124.016699999999999993         436.354399999999999965      
  0.419999999999999999988               132   130.333599999999999994         445.443100000000000022      
  0.426699999999999999997               133   136.778499999999999998         454.633099999999999996      
  0.433299999999999999988               134   143.349400000000000002         463.924800000000000011      
  0.439999999999999999998               135   150.044600000000000001         473.318599999999999994      
  0.446700000000000000007               136   156.862600000000000006         482.814700000000000008      
  0.453299999999999999998               137   163.801799999999999999         492.413499999999999979      
  0.460000000000000000008               138   170.860899999999999999         502.115300000000000014      
  0.466699999999999999990               139   178.038599999999999982         511.920199999999999990      
  0.473300000000000000008               140   185.333900000000000002         521.828500000000000014      
  0.479999999999999999963               141   192.745399999999999979         531.840299999999999991      
  0.486700000000000000000               142   200.272400000000000003         541.955900000000000027      
  0.493299999999999999991               143   207.913900000000000004         552.175400000000000000      
  0.500000000000000000000               144   215.668900000000000008         562.498900000000000010      
  0.506700000000000000009               145   223.536699999999999997         572.926599999999999979      
  0.513299999999999999973               146   231.516600000000000004         583.458500000000000019      
  0.519999999999999999983               147   239.607899999999999996         594.094799999999999995      
  0.526699999999999999992               148   247.809800000000000006         604.835500000000000020      
  0.533300000000000000010               149   256.121900000000000008         615.680700000000000027      
  0.540000000000000000020               150   264.543500000000000011         626.630599999999999994      
  0.546699999999999999975               151   273.074099999999999999         637.685099999999999987      
  0.553299999999999999993               152   281.713200000000000001         648.844200000000000006      
  0.560000000000000000002               153   290.460400000000000004         660.108099999999999974      
  0.566700000000000000012               154   299.315099999999999991         671.476800000000000002      
  0.573299999999999999975               155   308.277100000000000013         682.950299999999999978      
  0.579999999999999999985               156   317.345900000000000013         694.528600000000000070      
  0.586699999999999999994               157   326.520999999999999991         706.211799999999999988      
  0.593300000000000000012               158   335.802300000000000013         717.999800000000000022      
  0.600000000000000000022               159   345.189399999999999985         729.892800000000000038      
  0.606699999999999999977               160   354.681900000000000006         741.890599999999999947      
  0.613299999999999999995               161   364.279599999999999987         753.993300000000000016      
  0.620000000000000000004               162   373.982100000000000001         766.200799999999999923      
  0.626700000000000000014               163   383.789300000000000029         778.513299999999999979      
  0.633299999999999999978               164   393.700899999999999995         790.930700000000000027      
  0.639999999999999999987               165   403.716600000000000015         803.452900000000000025      
  0.646699999999999999996               166   413.836199999999999999         816.080000000000000016      
  0.653300000000000000014               167   424.059599999999999986         828.812000000000000000      
  0.660000000000000000024               168   434.386399999999999993         841.648800000000000043      
  0.666699999999999999979               169   444.816599999999999993         854.590500000000000025      
  0.673299999999999999997               170   455.349899999999999989         867.637000000000000011      
  0.680000000000000000007               171   465.986099999999999977         880.788300000000000001      
  0.686700000000000000016               172   476.725200000000000011         894.044300000000000062      
  0.693299999999999999980               173   487.566799999999999998         907.405100000000000071      
  0.699999999999999999989               174   498.510899999999999993         920.870699999999999974      
  0.706699999999999999999               175   509.557400000000000007         934.441000000000000059      
  0.713300000000000000017               176   520.706000000000000016         948.115900000000000003      
  0.720000000000000000026               177   531.956600000000000006         961.895600000000000007      
  0.726699999999999999981               178   543.309199999999999975         975.779899999999999982      
  0.733299999999999999999               179   554.763600000000000001         989.768799999999999983      
  0.740000000000000000009               180   566.319699999999999984         1003.86230000000000007      
  0.746700000000000000018               181   577.977300000000000002         1018.06030000000000002      
  0.753299999999999999982               182   589.736399999999999999         1032.36290000000000000      
  0.759999999999999999991               183   601.596799999999999997         1046.77000000000000002      
  0.766700000000000000001               184   613.558400000000000007         1061.28159999999999996      
  0.773300000000000000019               185   625.621300000000000019         1075.89770000000000005      
  0.779999999999999999974               186   637.785100000000000020         1090.61819999999999997      
  0.786699999999999999983               187   650.049900000000000000         1105.44299999999999995      
  0.793300000000000000001               188   662.415600000000000025         1120.37229999999999996      
  0.800000000000000000011               189   674.882099999999999995         1135.40580000000000005      
  0.806700000000000000020               190   687.449299999999999977         1150.54369999999999996      
  0.813299999999999999984               191   700.117200000000000082         1165.78590000000000004      
  0.819999999999999999993               192   712.885500000000000009         1181.13229999999999997      
  0.826700000000000000003               193   725.754400000000000015         1196.58289999999999997      
  0.833300000000000000021               194   738.723700000000000010         1212.13770000000000004      
  0.839999999999999999976               195   751.793300000000000005         1227.79669999999999996      
  0.846699999999999999986               196   764.963100000000000012         1243.55979999999999996      
  0.853300000000000000004               197   778.233200000000000018         1259.42689999999999995      
  0.860000000000000000013               198   791.603399999999999992         1275.39820000000000000      
  0.866700000000000000022               199   805.073699999999999988         1291.47350000000000003      
  0.873299999999999999986               200   818.644100000000000006         1307.65280000000000005      
  0.879999999999999999996               201   832.314400000000000013         1323.93600000000000005      
  0.886700000000000000005               202   846.084600000000000009         1340.32320000000000004      
  0.893300000000000000023               203   859.954699999999999993         1356.81430000000000002      
  0.899999999999999999978               204   873.924499999999999933         1373.40930000000000011      
  0.906699999999999999988               205   887.994199999999999973         1390.10809999999999997      
  0.913300000000000000006               206   902.163499999999999979         1406.91079999999999994      
  0.920000000000000000015               207   916.432500000000000051         1423.81720000000000004      
  0.926700000000000000025               208   930.801099999999999979         1440.82740000000000002      
  0.933299999999999999988               209   945.269299999999999984         1457.94140000000000013      
  0.939999999999999999998               210   959.837000000000000022         1475.15899999999999992      
  0.946700000000000000007               211   974.504099999999999993         1492.48029999999999995      
  0.953299999999999999971               212   989.270700000000000052         1509.90529999999999999      
  0.959999999999999999926               213   1004.13669999999999999         1527.43379999999999996      
  0.966700000000000000044               214   1019.10210000000000002         1545.06599999999999995      
  0.973300000000000000062               215   1034.16669999999999996         1562.80159999999999998      
  0.980000000000000000017               216   1049.33069999999999999         1580.64090000000000003      
  0.986699999999999999973               217   1064.59379999999999999         1598.58360000000000001      
  0.993300000000000000045               218   1079.95620000000000005         1616.62970000000000004      
   1.00000000000000000000               219   1095.41779999999999995         1634.77929999999999988      
   1.00670000000000000001               220   1110.97840000000000005         1653.03239999999999998      
   1.01329999999999999997               221   1126.63819999999999999         1671.38870000000000005      
   1.01999999999999999998               222   1142.39710000000000001         1689.84850000000000003      
   1.02669999999999999999               223   1158.25490000000000002         1708.41159999999999997      
   1.03329999999999999996               224   1174.21179999999999999         1727.07789999999999997      
   1.03999999999999999997               225   1190.26770000000000005         1745.84750000000000003      
   1.04669999999999999997               226   1206.42249999999999999         1764.72040000000000004      
   1.05330000000000000005               227   1222.67620000000000002         1783.69650000000000001      
   1.05999999999999999995               228   1239.02880000000000005         1802.77569999999999995      
   1.06669999999999999996               229   1255.48019999999999996         1821.95820000000000005      
   1.07330000000000000003               230   1272.03049999999999997         1841.24370000000000003      
   1.08000000000000000004               231   1288.67959999999999998         1860.63239999999999985      
   1.08670000000000000005               232   1305.42740000000000000         1880.12409999999999999      
   1.09330000000000000001               233   1322.27400000000000002         1899.71890000000000009      
   1.10000000000000000002               234   1339.21930000000000005         1919.41669999999999985      
   1.10670000000000000003               235   1356.26329999999999998         1939.21750000000000003      
   1.11329999999999999999               236   1373.40600000000000003         1959.12129999999999996      
   1.12000000000000000000               237   1390.64739999999999998         1979.12800000000000011      
   1.12670000000000000001               238   1407.98729999999999984         1999.23760000000000003      
   1.13329999999999999998               239   1425.42589999999999995         2019.45020000000000016      
   1.13999999999999999999               240   1442.96299999999999997         2039.76559999999999995      
   1.14670000000000000000               241   1460.59870000000000001         2060.18379999999999996      
   1.15329999999999999996               242   1478.33300000000000007         2080.70490000000000008      
   1.15999999999999999997               243   1496.16569999999999996         2101.32879999999999998      
   1.16669999999999999998               244   1514.09699999999999998         2122.05539999999999989      
   1.17330000000000000005               245   1532.12670000000000015         2142.88480000000000003      
   1.17999999999999999995               246   1550.25490000000000002         2163.81689999999999996      
   1.18669999999999999996               247   1568.48140000000000016         2184.85169999999999990      
   1.19330000000000000003               248   1586.80649999999999999         2205.98920000000000008      
   1.20000000000000000004               249   1605.22989999999999999         2227.22930000000000006      
   1.20670000000000000005               250   1623.75160000000000005         2248.57200000000000006      
   1.21330000000000000002               251   1642.37180000000000002         2270.01740000000000008      
   1.22000000000000000003               252   1661.09019999999999995         2291.56529999999999991      
   1.22670000000000000004               253   1679.90700000000000003         2313.21579999999999999      
   1.23330000000000000000               254   1698.82210000000000016         2334.96880000000000011      
   1.24000000000000000001               255   1717.83550000000000002         2356.82430000000000003      
   1.24670000000000000002               256   1736.94710000000000016         2378.78239999999999998      
   1.25329999999999999998               257   1756.15700000000000003         2400.84279999999999999      
   1.25999999999999999999               258   1775.46509999999999996         2423.00580000000000003      
   1.26670000000000000000               259   1794.87150000000000005         2445.27109999999999990      
   1.27329999999999999996               260   1814.37600000000000000         2467.63880000000000003      
   1.27999999999999999997               261   1833.97870000000000001         2490.10890000000000000      
   1.28669999999999999998               262   1853.67959999999999987         2512.68140000000000001      
   1.29329999999999999995               263   1873.47870000000000001         2535.35620000000000007      
   1.29999999999999999996               264   1893.37590000000000001         2558.13329999999999997      
   1.30669999999999999997               265   1913.37119999999999997         2581.01269999999999993      
   1.31330000000000000004               266   1933.46460000000000001         2603.99439999999999995      
   1.32000000000000000005               267   1953.65610000000000002         2627.07830000000000004      
   1.32669999999999999995               268   1973.94569999999999999         2650.26439999999999997      
   1.33330000000000000002               269   1994.33340000000000014         2673.55269999999999997      
   1.34000000000000000003               270   2014.81910000000000016         2696.94320000000000004      
   1.34670000000000000004               271   2035.40280000000000005         2720.43589999999999995      
   1.35330000000000000000               272   2056.08460000000000001         2744.03069999999999995      
   1.36000000000000000001               273   2076.86440000000000006         2767.72770000000000001      
   1.36670000000000000002               274   2097.74209999999999998         2791.52670000000000017      
   1.37329999999999999999               275   2118.71789999999999998         2815.42789999999999995      
   1.38000000000000000000               276   2139.79160000000000008         2839.43110000000000004      
   1.38670000000000000001               277   2160.96330000000000005         2863.53630000000000000      
   1.39329999999999999997               278   2182.23300000000000010         2887.74360000000000004      
   1.39999999999999999998               279   2203.60060000000000002         2912.05279999999999996      
   1.40669999999999999999               280   2225.06610000000000005         2936.46409999999999973      
   1.41329999999999999995               281   2246.62949999999999995         2960.97730000000000006      
   1.41999999999999999996               282   2268.29079999999999995         2985.59240000000000004      
   1.42669999999999999997               283   2290.05000000000000004         3010.30950000000000033      
   1.43330000000000000004               284   2311.90710000000000002         3035.12850000000000006      
   1.44000000000000000005               285   2333.86200000000000010         3060.04940000000000011      
   1.44669999999999999995               286   2355.91480000000000006         3085.07210000000000005      
   1.45330000000000000003               287   2378.06539999999999990         3110.19670000000000010      
   1.46000000000000000003               288   2400.31390000000000007         3135.42310000000000003      
   1.46670000000000000004               289   2422.66019999999999990         3160.75140000000000007      
   1.47330000000000000001               290   2445.10430000000000006         3186.18140000000000001      
   1.48000000000000000002               291   2467.64609999999999990         3211.71320000000000006      
   1.48670000000000000003               292   2490.28580000000000005         3237.34680000000000022      
   1.49329999999999999999               293   2513.02330000000000010         3263.08209999999999984      
   1.50000000000000000000               294   2535.85850000000000004         3288.91920000000000002      
   1.50670000000000000001               295   2558.79150000000000009         3314.85790000000000011      
   1.51329999999999999997               296   2581.82220000000000004         3340.89830000000000010      
   1.51999999999999999998               297   2604.95070000000000010         3367.04049999999999998      
   1.52669999999999999999               298   2628.17690000000000006         3393.28420000000000001      
   1.53329999999999999996               299   2651.50079999999999991         3419.62959999999999994      
   1.53999999999999999997               300   2674.92240000000000011         3446.07669999999999999      
   1.54669999999999999997               301   2698.44169999999999998         3472.62529999999999997      
   1.55330000000000000005               302   2722.05869999999999997         3499.27550000000000008      
   1.55999999999999999995               303   2745.77340000000000031         3526.02730000000000010      
   1.56669999999999999996               304   2769.58580000000000010         3552.88060000000000005      
   1.57330000000000000003               305   2793.49580000000000002         3579.83549999999999991      
   1.58000000000000000004               306   2817.50350000000000006         3606.89189999999999992      
   1.58670000000000000005               307   2841.60880000000000001         3634.04980000000000007      
   1.59330000000000000001               308   2865.81180000000000008         3661.30919999999999970      
   1.60000000000000000002               309   2890.11230000000000007         3688.67009999999999970      
   1.60670000000000000003               310   2914.51059999999999994         3716.13240000000000007      
   1.61329999999999999999               311   2939.00639999999999996         3743.69619999999999993      
   1.62000000000000000000               312   2963.59980000000000011         3771.36130000000000018      
   1.62670000000000000001               313   2988.29079999999999995         3799.12789999999999990      
   1.63329999999999999998               314   3013.07939999999999992         3826.99590000000000001      
   1.63999999999999999999               315   3037.96550000000000002         3854.96530000000000005      
   1.64670000000000000000               316   3062.94930000000000003         3883.03599999999999981      
   1.65329999999999999996               317   3088.03059999999999996         3911.20809999999999995      
   1.65999999999999999997               318   3113.20939999999999981         3939.48150000000000004      
   1.66669999999999999998               319   3138.48580000000000001         3967.85620000000000007      
   1.67330000000000000005               320   3163.85979999999999990         3996.33220000000000027      
   1.67999999999999999995               321   3189.33119999999999994         4024.90949999999999998      
   1.68669999999999999996               322   3214.90019999999999989         4053.58810000000000007      
   1.69330000000000000003               323   3240.56669999999999998         4082.36789999999999989      
   1.70000000000000000004               324   3266.33070000000000022         4111.24900000000000011      
   1.70670000000000000005               325   3292.19219999999999993         4140.23130000000000006      
   1.71330000000000000002               326   3318.15120000000000000         4169.31479999999999997      
   1.72000000000000000003               327   3344.20770000000000022         4198.49949999999999983      
   1.72670000000000000004               328   3370.36159999999999992         4227.78540000000000010      
   1.73330000000000000000               329   3396.61310000000000020         4257.17240000000000011      
   1.74000000000000000001               330   3422.96199999999999997         4286.66060000000000008      
   1.74670000000000000002               331   3449.40830000000000011         4316.25000000000000000      
   1.75329999999999999998               332   3475.95209999999999995         4345.94050000000000011      
   1.75999999999999999999               333   3502.59329999999999972         4375.73200000000000021      
   1.76670000000000000000               334   3529.33200000000000007         4405.62469999999999981      
   1.77329999999999999996               335   3556.16809999999999969         4435.61850000000000005      
   1.77999999999999999997               336   3583.10160000000000013         4465.71329999999999982      
   1.78669999999999999998               337   3610.13260000000000005         4495.90930000000000000      
   1.79329999999999999995               338   3637.26089999999999991         4526.20619999999999994      
   1.79999999999999999996               339   3664.48669999999999991         4556.60420000000000007      
   1.80669999999999999997               340   3691.80980000000000008         4587.10320000000000018      
   1.81330000000000000004               341   3719.23039999999999994         4617.70319999999999983      
   1.82000000000000000005               342   3746.74830000000000019         4648.40410000000000013      
   1.82669999999999999995               343   3774.36360000000000015         4679.20610000000000017      
   1.83330000000000000002               344   3802.07630000000000003         4710.10899999999999999      
   1.84000000000000000003               345   3829.88630000000000009         4741.11289999999999978      
   1.84670000000000000004               346   3857.79370000000000007         4772.21769999999999978      
   1.85330000000000000000               347   3885.79840000000000022         4803.42340000000000000      
   1.86000000000000000001               348   3913.90050000000000008         4834.73010000000000019      
   1.86670000000000000002               349   3942.10000000000000009         4866.13759999999999994      
   1.87329999999999999999               350   3970.39670000000000005         4897.64610000000000012      
   1.88000000000000000000               351   3998.79079999999999995         4929.25539999999999985      
   1.88670000000000000001               352   4027.28220000000000001         4960.96550000000000002      
   1.89329999999999999997               353   4055.87100000000000000         4992.77660000000000018      
   1.89999999999999999998               354   4084.55699999999999994         5024.68840000000000012      
   1.90669999999999999988               355   4113.34039999999999981         5056.70109999999999983      
   1.91330000000000000006               356   4142.22100000000000009         5088.81459999999999999      
   1.91999999999999999985               357   4171.19890000000000008         5121.02890000000000015      
   1.92669999999999999997               358   4200.27420000000000000         5153.34390000000000009      
   1.93330000000000000015               359   4229.44669999999999987         5185.75979999999999981      
   1.93999999999999999994               360   4258.71649999999999991         5218.27640000000000020      
   1.94670000000000000006               361   4288.08349999999999991         5250.89369999999999994      
   1.95330000000000000003               362   4317.54780000000000006         5283.61180000000000012      
   1.96000000000000000003               363   4347.10939999999999994         5316.43069999999999986      
   1.96670000000000000015               364   4376.76829999999999998         5349.35020000000000007      
   1.97330000000000000001               365   4406.52439999999999998         5382.37040000000000006      
   1.97999999999999999991               366   4436.37769999999999992         5415.49140000000000006      
   1.98670000000000000003               367   4466.32830000000000004         5448.71300000000000008      
   1.99329999999999999988               368   4496.37610000000000010         5482.03529999999999944      
   2.00000000000000000000               369   4526.52110000000000012         5515.45820000000000016      
   2.00670000000000000001               370   4556.76339999999999986         5548.98179999999999978      
   2.01329999999999999997               371   4587.10289999999999999         5582.60600000000000032      
   2.01999999999999999998               372   4617.53960000000000008         5616.33090000000000019      
   2.02669999999999999999               373   4648.07350000000000012         5650.15629999999999988      
   2.03329999999999999996               374   4678.70460000000000012         5684.08239999999999981      
   2.03999999999999999997               375   4709.43290000000000006         5718.10899999999999999      
   2.04669999999999999997               376   4740.25839999999999996         5752.23620000000000019      
   2.05329999999999999994               377   4771.18109999999999982         5786.46399999999999997      
   2.05999999999999999995               378   4802.20100000000000007         5820.79240000000000022      
   2.06669999999999999996               379   4833.31800000000000006         5855.22129999999999983      
   2.07329999999999999992               380   4864.53220000000000001         5889.75070000000000014      
   2.07999999999999999993               381   4895.84359999999999991         5924.38059999999999983      
   2.08669999999999999994               382   4927.25220000000000020         5959.11109999999999998      
   2.09329999999999999990               383   4958.75789999999999980         5993.94209999999999994      
   2.09999999999999999991               384   4990.36079999999999979         6028.87349999999999994      
   2.10669999999999999992               385   5022.06090000000000018         6063.90540000000000020      
   2.11330000000000000010               386   5053.85800000000000010         6099.03779999999999983      
   2.11999999999999999990               387   5085.75240000000000018         6134.27070000000000016      
   2.12669999999999999991               388   5117.74379999999999979         6169.60400000000000009      
   2.13330000000000000009               389   5149.83239999999999981         6205.03779999999999983      
