# EOS from Jan-Erik Christian with effective mass m070 (m^*/m=0.70)
# The crust is from the BPS EOS
#	n_b [1/fm^3]			placeholder number        energy density [MeV/fm^3]    p [MeV/fm^3]
   8.78559980362653732278E-0004          57   8.73099999999999999983E-0004  0.820699999999999999986      
   9.99999977648258209292E-0004          58   5.94399999999999999996E-0004  0.938999999999999999977      
   3.99999991059303283717E-0003          59   5.79899999999999999995E-0003   3.76200000000000000003      
   7.99999982118606567434E-0003          60   1.16600000000000000001E-0002   7.53000000000000000019      
   1.19999997317790985111E-0002          61   2.08499999999999999997E-0002   11.3000000000000000002      
   1.59999996423721313487E-0002          62   3.21600000000000000016E-0002   15.0800000000000000008      
   1.99999995529651641846E-0002          63   4.51499999999999999987E-0002   18.8600000000000000006      
   2.39999994635581970222E-0002          64   5.96100000000000000025E-0002   22.6400000000000000012      
   2.79999993741512298581E-0002          65   7.54399999999999999980E-0002   26.4200000000000000001      
   3.19999992847442626973E-0002          66   9.25999999999999999991E-0002   30.2099999999999999992      
   3.59999991953372955315E-0002          67  0.110999999999999999993         34.0000000000000000000      
   3.99999991059303283691E-0002          68  0.130799999999999999993         37.7900000000000000008      
   4.39999990165233612067E-0002          69  0.151799999999999999997         41.5800000000000000017      
   4.79999989271163940443E-0002          70  0.174200000000000000000         45.3800000000000000010      
   5.19999988377094268785E-0002          71  0.197999999999999999988         49.1800000000000000003      
   5.59999987483024597161E-0002          72  0.223099999999999999998         52.9799999999999999996      
   5.99999986588954925537E-0002          73  0.249699999999999999999         56.7799999999999999989      
   6.39999985694885253947E-0002          74  0.277700000000000000013         60.5800000000000000017      
   6.79999984800815582289E-0002          75  0.307299999999999999995         64.3799999999999999975      
   4.66999999999999999984E-0002          76  0.137099999999999999997         44.0332000000000000003      
   5.32999999999999999996E-0002          77  0.191299999999999999992         50.3468000000000000006      
   5.99999999999999999954E-0002          78  0.256899999999999999992         56.6679000000000000006      
   6.66999999999999999980E-0002          79  0.334199999999999999996         62.9969000000000000014      
   7.33000000000000000026E-0002          80  0.423500000000000000034         69.3342999999999999999      
   7.99999999999999999984E-0002          81  0.525200000000000000015         75.6803000000000000019      
   8.67000000000000000010E-0002          82  0.639600000000000000022         82.0352999999999999980      
   9.32999999999999999988E-0002          83  0.767300000000000000057         88.3995999999999999969      
   1.00000000000000000001E-0001          84  0.908800000000000000021         94.7735000000000000070      
  0.106699999999999999997                85   1.06500000000000000005         101.157399999999999998      
  0.113300000000000000002                86   1.23679999999999999996         107.551400000000000008      
  0.119999999999999999991                87   1.42520000000000000005         113.956099999999999992      
  0.126700000000000000000                88   1.63039999999999999996         120.371700000000000003      
  0.133300000000000000005                89   1.84869999999999999997         126.798500000000000001      
  0.140000000000000000001                90   2.08439999999999999998         133.236500000000000002      
  0.146699999999999999996                91   2.34040000000000000010         139.686299999999999993      
  0.153300000000000000001                92   2.61859999999999999991         146.148199999999999998      
  0.159999999999999999997                93   2.92130000000000000001         152.622700000000000004      
  0.166700000000000000006                94   3.25030000000000000014         159.110399999999999998      
  0.173299999999999999997                95   3.60779999999999999977         165.611799999999999997      
  0.180000000000000000007                96   3.99570000000000000000         172.127500000000000002      
  0.186700000000000000002                97   4.41599999999999999999         178.658100000000000004      
  0.193299999999999999993                98   4.87099999999999999992         185.204399999999999998      
  0.200000000000000000003                99   5.36260000000000000000         191.767000000000000001      
  0.206699999999999999999               100   5.89299999999999999994         198.346600000000000005      
  0.213300000000000000003               101   6.46429999999999999960         204.943999999999999992      
  0.219999999999999999999               102   7.07869999999999999999         211.559899999999999995      
  0.226699999999999999995               103   7.73819999999999999984         218.195099999999999996      
  0.233299999999999999999               104   8.44520000000000000025         224.850399999999999989      
  0.239999999999999999982               105   9.20169999999999999995         231.526599999999999999      
  0.246700000000000000004               106   10.0100000000000000002         238.224500000000000005      
  0.253300000000000000009               107   10.8722999999999999999         244.944900000000000018      
  0.259999999999999999991               108   11.7907000000000000001         251.688799999999999996      
  0.266700000000000000001               109   12.7674000000000000005         258.456999999999999990      
  0.273299999999999999992               110   13.8047000000000000004         265.250299999999999995      
  0.280000000000000000001               111   14.9047000000000000007         272.069700000000000012      
  0.286700000000000000010               112   16.0696000000000000004         278.916099999999999998      
  0.293300000000000000001               113   17.3016000000000000000         285.790300000000000002      
  0.300000000000000000011               114   18.6028000000000000008         292.693300000000000000      
  0.306699999999999999993               115   19.9753000000000000003         299.626000000000000001      
  0.313300000000000000011               116   21.4212999999999999991         306.589299999999999990      
  0.319999999999999999993               117   22.9426999999999999998         313.584199999999999997      
  0.326700000000000000003               118   24.5415999999999999998         320.611600000000000005      
  0.333299999999999999994               119   26.2199000000000000000         327.672399999999999998      
  0.340000000000000000003               120   27.9796000000000000003         334.767600000000000005      
  0.346700000000000000013               121   29.8224999999999999985         341.898100000000000009      
  0.353300000000000000004               122   31.7503999999999999993         349.064799999999999996      
  0.360000000000000000013               123   33.7648000000000000007         356.268800000000000011      
  0.366699999999999999995               124   35.8675000000000000003         363.510800000000000004      
  0.373300000000000000013               125   38.0600000000000000012         370.791899999999999993      
  0.379999999999999999996               126   40.3434999999999999998         378.112999999999999989      
  0.386700000000000000005               127   42.7195000000000000007         385.474899999999999989      
  0.393299999999999999996               128   45.1891000000000000007         392.878599999999999992      
  0.400000000000000000005               129   47.7534000000000000002         400.325000000000000011      
  0.406699999999999999988               130   50.4134000000000000001         407.814799999999999996      
  0.413300000000000000006               131   53.1698999999999999989         415.349099999999999994      
  0.419999999999999999988               132   56.0235000000000000001         422.928600000000000037      
  0.426699999999999999997               133   58.9749999999999999986         430.554199999999999998      
  0.433299999999999999988               134   62.0248000000000000026         438.226700000000000013      
  0.439999999999999999998               135   65.1733000000000000027         445.946800000000000003      
  0.446700000000000000007               136   68.4206999999999999976         453.715400000000000036      
  0.453299999999999999998               137   71.7673000000000000029         461.533200000000000035      
  0.460000000000000000008               138   75.2130999999999999978         469.400999999999999995      
  0.466699999999999999990               139   78.7580000000000000002         477.319399999999999989      
  0.473300000000000000008               140   82.4019000000000000003         485.289099999999999968      
  0.479999999999999999963               141   86.1447000000000000022         493.310899999999999982      
  0.486700000000000000000               142   89.9860999999999999974         501.385299999999999976      
  0.493299999999999999991               143   93.9255999999999999991         509.513100000000000001      
  0.500000000000000000000               144   97.9628999999999999990         517.694699999999999984      
  0.506700000000000000009               145   102.097599999999999999         525.930800000000000016      
  0.513299999999999999973               146   106.329099999999999997         534.221899999999999986      
  0.519999999999999999983               147   110.656899999999999998         542.568699999999999983      
  0.526699999999999999992               148   115.080300000000000003         550.971499999999999975      
  0.533300000000000000010               149   119.598700000000000003         559.430900000000000005      
  0.540000000000000000020               150   124.211600000000000010         567.947400000000000020      
  0.546699999999999999975               151   128.918099999999999999         576.521399999999999975      
  0.553299999999999999993               152   133.717700000000000005         585.153399999999999981      
  0.560000000000000000002               153   138.609600000000000003         593.843700000000000006      
  0.566700000000000000012               154   143.593100000000000002         602.592899999999999983      
  0.573299999999999999975               155   148.667499999999999996         611.401200000000000001      
  0.579999999999999999985               156   153.832100000000000006         620.269000000000000017      
  0.586699999999999999994               157   159.086099999999999996         629.196699999999999986      
  0.593300000000000000012               158   164.428900000000000003         638.184599999999999986      
  0.600000000000000000022               159   169.859700000000000020         647.233099999999999974      
  0.606699999999999999977               160   175.377900000000000000         656.342299999999999993      
  0.613299999999999999995               161   180.982700000000000004         665.512699999999999989      
  0.620000000000000000004               162   186.673499999999999988         674.744499999999999995      
  0.626700000000000000014               163   192.449499999999999997         684.037899999999999989      
  0.633299999999999999978               164   198.310300000000000006         693.393199999999999994      
  0.639999999999999999987               165   204.255000000000000004         702.810699999999999976      
  0.646699999999999999996               166   210.283100000000000004         712.290499999999999980      
  0.653300000000000000014               167   216.394000000000000003         721.832899999999999918      
  0.660000000000000000024               168   222.587099999999999997         731.438099999999999989      
  0.666699999999999999979               169   228.861799999999999997         741.106200000000000017      
  0.673299999999999999997               170   235.217400000000000010         750.837500000000000022      
  0.680000000000000000007               171   241.653600000000000000         760.632099999999999995      
  0.686700000000000000016               172   248.169699999999999990         770.490200000000000025      
  0.693299999999999999980               173   254.765199999999999991         780.411999999999999922      
  0.699999999999999999989               174   261.439700000000000008         790.397500000000000020      
  0.706699999999999999999               175   268.192599999999999993         800.447000000000000008      
  0.713300000000000000017               176   275.023400000000000004         810.560599999999999987      
  0.720000000000000000026               177   281.931700000000000000         820.738300000000000012      
  0.726699999999999999981               178   288.917099999999999999         830.980399999999999994      
  0.733299999999999999999               179   295.979099999999999998         841.286900000000000044      
  0.740000000000000000009               180   303.117299999999999988         851.657999999999999974      
  0.746700000000000000018               181   310.331300000000000011         862.093700000000000006      
  0.753299999999999999982               182   317.620700000000000002         872.594200000000000006      
  0.759999999999999999991               183   324.985199999999999992         883.159499999999999975      
  0.766700000000000000001               184   332.424300000000000010         893.789799999999999947      
  0.773300000000000000019               185   339.937700000000000006         904.484999999999999987      
  0.779999999999999999974               186   347.525100000000000011         915.245400000000000007      
  0.786699999999999999983               187   355.186100000000000015         926.070899999999999963      
  0.793300000000000000001               188   362.920500000000000013         936.961600000000000010      
  0.800000000000000000011               189   370.727800000000000002         947.917600000000000027      
  0.806700000000000000020               190   378.607899999999999996         958.939000000000000001      
  0.813299999999999999984               191   386.560399999999999981         970.025899999999999979      
  0.819999999999999999993               192   394.585000000000000020         981.178200000000000025      
  0.826700000000000000003               193   402.681499999999999967         992.396000000000000019      
  0.833300000000000000021               194   410.849500000000000005         1003.67940000000000000      
  0.839999999999999999976               195   419.088999999999999968         1015.02850000000000003      
  0.846699999999999999986               196   427.399499999999999966         1026.44320000000000004      
  0.853300000000000000004               197   435.780900000000000011         1037.92369999999999997      
  0.860000000000000000013               198   444.232899999999999996         1049.46989999999999998      
  0.866700000000000000022               199   452.755299999999999999         1061.08189999999999997      
  0.873299999999999999986               200   461.347899999999999987         1072.75970000000000004      
  0.879999999999999999996               201   470.010500000000000009         1084.50339999999999996      
  0.886700000000000000005               202   478.742900000000000005         1096.31289999999999996      
  0.893300000000000000023               203   487.544799999999999979         1108.18840000000000001      
  0.899999999999999999978               204   496.416199999999999987         1120.12990000000000002      
  0.906699999999999999988               205   505.356699999999999989         1132.13729999999999998      
  0.913300000000000000006               206   514.366300000000000014         1144.21070000000000000      
  0.920000000000000000015               207   523.444699999999999984         1156.35009999999999997      
  0.926700000000000000025               208   532.591799999999999993         1168.55549999999999999      
  0.933299999999999999988               209   541.807499999999999996         1180.82699999999999996      
  0.939999999999999999998               210   551.091500000000000026         1193.16459999999999997      
  0.946700000000000000007               211   560.443699999999999983         1205.56820000000000004      
  0.953299999999999999971               212   569.863999999999999990         1218.03800000000000003      
  0.959999999999999999926               213   579.352100000000000024         1230.57389999999999997      
  0.966700000000000000044               214   588.908100000000000018         1243.17589999999999995      
  0.973300000000000000062               215   598.531700000000000006         1255.84399999999999997      
  0.980000000000000000017               216   608.222799999999999998         1268.57830000000000004      
  0.986699999999999999973               217   617.981300000000000006         1281.37870000000000004      
  0.993300000000000000045               218   627.806999999999999995         1294.24529999999999996      
   1.00000000000000000000               219   637.699900000000000022         1307.17810000000000004      
   1.00670000000000000001               220   647.659799999999999998         1320.17700000000000005      
   1.01329999999999999997               221   657.686499999999999999         1333.24209999999999998      
   1.01999999999999999998               222   667.780100000000000016         1346.37339999999999995      
   1.02669999999999999999               223   677.940300000000000025         1359.57089999999999996      
   1.03329999999999999996               224   688.167100000000000026         1372.83459999999999990      
   1.03999999999999999997               225   698.460399999999999976         1386.16449999999999998      
   1.04669999999999999997               226   708.820099999999999996         1399.56059999999999988      
   1.05330000000000000005               227   719.245999999999999996         1413.02290000000000003      
   1.05999999999999999995               228   729.738099999999999978         1426.55130000000000001      
   1.06669999999999999996               229   740.296200000000000019         1440.14600000000000013      
   1.07330000000000000003               230   750.920399999999999996         1453.80689999999999995      
   1.08000000000000000004               231   761.610499999999999932         1467.53390000000000004      
   1.08670000000000000005               232   772.366400000000000003         1481.32720000000000005      
   1.09330000000000000001               233   783.188000000000000000         1495.18660000000000010      
   1.10000000000000000002               234   794.075299999999999978         1509.11219999999999986      
   1.10670000000000000003               235   805.028100000000000069         1523.10399999999999998      
   1.11329999999999999999               236   816.046499999999999986         1537.16200000000000003      
   1.12000000000000000000               237   827.130300000000000082         1551.28619999999999990      
   1.12670000000000000001               238   838.279399999999999982         1565.47650000000000015      
   1.13329999999999999998               239   849.493800000000000017         1579.73299999999999987      
   1.13999999999999999999               240   860.773500000000000021         1594.05559999999999998      
   1.14670000000000000000               241   872.118199999999999972         1608.44440000000000013      
   1.15329999999999999996               242   883.528100000000000014         1622.89939999999999998      
   1.15999999999999999997               243   895.002900000000000014         1637.42049999999999998      
   1.16669999999999999998               244   906.542700000000000016         1652.00770000000000015      
   1.17330000000000000005               245   918.147399999999999975         1666.66100000000000014      
   1.17999999999999999995               246   929.816900000000000015         1681.38049999999999984      
   1.18669999999999999996               247   941.551200000000000023         1696.16610000000000003      
   1.19330000000000000003               248   953.350100000000000022         1711.01780000000000004      
   1.20000000000000000004               249   965.213700000000000001         1725.93559999999999999      
   1.20670000000000000005               250   977.142000000000000015         1740.91939999999999988      
   1.21330000000000000002               251   989.134700000000000042         1755.96940000000000004      
   1.22000000000000000003               252   1001.19200000000000000         1771.08540000000000003      
   1.22670000000000000004               253   1013.31369999999999998         1786.26749999999999996      
   1.23330000000000000000               254   1025.49970000000000003         1801.51559999999999995      
   1.24000000000000000001               255   1037.75009999999999999         1816.82979999999999987      
   1.24670000000000000002               256   1050.06479999999999997         1832.20999999999999985      
   1.25329999999999999998               257   1062.44379999999999997         1847.65629999999999999      
   1.25999999999999999999               258   1074.88690000000000002         1863.16849999999999998      
   1.26670000000000000000               259   1087.39419999999999999         1878.74680000000000002      
   1.27329999999999999996               260   1099.96550000000000002         1894.39110000000000000      
   1.27999999999999999997               261   1112.60099999999999998         1910.10129999999999983      
   1.28669999999999999998               262   1125.30040000000000000         1925.87760000000000005      
   1.29329999999999999995               263   1138.06389999999999996         1941.71970000000000001      
   1.29999999999999999996               264   1150.89119999999999999         1957.62790000000000001      
   1.30669999999999999997               265   1163.78249999999999997         1973.60200000000000009      
   1.31330000000000000004               266   1176.73760000000000003         1989.64200000000000002      
   1.32000000000000000005               267   1189.75660000000000005         2005.74799999999999989      
   1.32669999999999999995               268   1202.83930000000000005         2021.91979999999999995      
   1.33330000000000000002               269   1215.98570000000000002         2038.15759999999999996      
   1.34000000000000000003               270   1229.19589999999999996         2054.46130000000000004      
   1.34670000000000000004               271   1242.46970000000000001         2070.83079999999999998      
   1.35330000000000000000               272   1255.80720000000000003         2087.26619999999999999      
   1.36000000000000000001               273   1269.20830000000000004         2103.76750000000000007      
   1.36670000000000000002               274   1282.67290000000000005         2120.33460000000000001      
   1.37329999999999999999               275   1296.20109999999999995         2136.96760000000000002      
   1.38000000000000000000               276   1309.79279999999999995         2153.66629999999999989      
   1.38670000000000000001               277   1323.44789999999999996         2170.43090000000000006      
   1.39329999999999999997               278   1337.16649999999999998         2187.26130000000000009      
   1.39999999999999999998               279   1350.94850000000000001         2204.15749999999999997      
   1.40669999999999999999               280   1364.79389999999999994         2221.11949999999999994      
   1.41329999999999999995               281   1378.70260000000000000         2238.14720000000000000      
   1.41999999999999999996               282   1392.67459999999999998         2255.24069999999999991      
   1.42669999999999999997               283   1406.70999999999999996         2272.39989999999999992      
   1.43330000000000000004               284   1420.80850000000000000         2289.62490000000000001      
   1.44000000000000000005               285   1434.97040000000000015         2306.91559999999999997      
   1.44669999999999999995               286   1449.19540000000000002         2324.27200000000000002      
   1.45330000000000000003               287   1463.48359999999999992         2341.69409999999999994      
   1.46000000000000000003               288   1477.83499999999999996         2359.18189999999999995      
   1.46670000000000000004               289   1492.24950000000000017         2376.73530000000000006      
   1.47330000000000000001               290   1506.72709999999999997         2394.35450000000000004      
   1.48000000000000000002               291   1521.26780000000000015         2412.03919999999999990      
   1.48670000000000000003               292   1535.87150000000000005         2429.78960000000000008      
   1.49329999999999999999               293   1550.53830000000000000         2447.60569999999999991      
   1.50000000000000000000               294   1565.26810000000000000         2465.48740000000000006      
   1.50670000000000000001               295   1580.06089999999999995         2483.43460000000000010      
   1.51329999999999999997               296   1594.91659999999999997         2501.44750000000000001      
   1.51999999999999999998               297   1609.83520000000000005         2519.52590000000000003      
   1.52669999999999999999               298   1624.81679999999999997         2537.66999999999999993      
   1.53329999999999999996               299   1639.86129999999999995         2555.87949999999999995      
   1.53999999999999999997               300   1654.96859999999999991         2574.15470000000000006      
   1.54669999999999999997               301   1670.13880000000000003         2592.49530000000000007      
   1.55330000000000000005               302   1685.37190000000000012         2610.90149999999999997      
   1.55999999999999999995               303   1700.66769999999999996         2629.37319999999999998      
   1.56669999999999999996               304   1716.02629999999999999         2647.91040000000000010      
   1.57330000000000000003               305   1731.44769999999999999         2666.51309999999999989      
   1.58000000000000000004               306   1746.93189999999999995         2685.18120000000000003      
   1.58670000000000000005               307   1762.47880000000000000         2703.91490000000000005      
   1.59330000000000000001               308   1778.08840000000000003         2722.71399999999999997      
   1.60000000000000000002               309   1793.76070000000000004         2741.57850000000000001      
   1.60670000000000000003               310   1809.49560000000000004         2760.50839999999999996      
   1.61329999999999999999               311   1825.29320000000000002         2779.50380000000000003      
   1.62000000000000000000               312   1841.15349999999999997         2798.56459999999999999      
   1.62670000000000000001               313   1857.07640000000000002         2817.69080000000000030      
   1.63329999999999999998               314   1873.06189999999999996         2836.88240000000000007      
   1.63999999999999999999               315   1889.10999999999999988         2856.13929999999999998      
   1.64670000000000000000               316   1905.22060000000000002         2875.46160000000000023      
   1.65329999999999999996               317   1921.39380000000000004         2894.84929999999999994      
   1.65999999999999999997               318   1937.62949999999999984         2914.30230000000000001      
   1.66669999999999999998               319   1953.92779999999999985         2933.82060000000000000      
   1.67330000000000000005               320   1970.28849999999999998         2953.40429999999999988      
   1.67999999999999999995               321   1986.71179999999999988         2973.05319999999999969      
   1.68669999999999999996               322   2003.19749999999999990         2992.76750000000000007      
   1.69330000000000000003               323   2019.74570000000000003         3012.54700000000000015      
   1.70000000000000000004               324   2036.35629999999999995         3032.39179999999999993      
   1.70670000000000000005               325   2053.02940000000000009         3052.30190000000000006      
   1.71330000000000000002               326   2069.76479999999999992         3072.27719999999999989      
   1.72000000000000000003               327   2086.56269999999999998         3092.31779999999999986      
   1.72670000000000000004               328   2103.42290000000000005         3112.42359999999999975      
   1.73330000000000000000               329   2120.34549999999999992         3132.59460000000000002      
   1.74000000000000000001               330   2137.33050000000000002         3152.83079999999999998      
   1.74670000000000000002               331   2154.37779999999999991         3173.13220000000000010      
   1.75329999999999999998               332   2171.48750000000000004         3193.49879999999999969      
   1.75999999999999999999               333   2188.65939999999999999         3213.93060000000000009      
   1.76670000000000000000               334   2205.89369999999999994         3234.42749999999999999      
   1.77329999999999999996               335   2223.19019999999999992         3254.98960000000000004      
   1.77999999999999999997               336   2240.54899999999999993         3275.61690000000000000      
   1.78669999999999999998               337   2257.97009999999999996         3296.30919999999999992      
   1.79329999999999999995               338   2275.45350000000000001         3317.06669999999999976      
   1.79999999999999999996               339   2292.99900000000000011         3337.88929999999999998      
   1.80669999999999999997               340   2310.60680000000000001         3358.77699999999999991      
   1.81330000000000000004               341   2328.27679999999999993         3379.72980000000000000      
   1.82000000000000000005               342   2346.00899999999999990         3400.74760000000000004      
   1.82669999999999999995               343   2363.80339999999999989         3421.83050000000000002      
   1.83330000000000000002               344   2381.65999999999999992         3442.97849999999999993      
   1.84000000000000000003               345   2399.57879999999999998         3464.19150000000000023      
   1.84670000000000000004               346   2417.55970000000000009         3485.46960000000000002      
   1.85330000000000000000               347   2435.60270000000000001         3506.81269999999999998      
   1.86000000000000000001               348   2453.70789999999999997         3528.22080000000000011      
   1.86670000000000000002               349   2471.87519999999999998         3549.69389999999999996      
   1.87329999999999999999               350   2490.10460000000000003         3571.23199999999999998      
   1.88000000000000000000               351   2508.39599999999999991         3592.83509999999999995      
   1.88670000000000000001               352   2526.74960000000000004         3614.50310000000000010      
   1.89329999999999999997               353   2545.16530000000000000         3636.23619999999999997      
   1.89999999999999999998               354   2563.64300000000000002         3658.03410000000000002      
   1.90669999999999999988               355   2582.18280000000000007         3679.89700000000000002      
   1.91330000000000000006               356   2600.78459999999999996         3701.82489999999999997      
   1.91999999999999999985               357   2619.44849999999999990         3723.81770000000000009      
   1.92669999999999999997               358   2638.17440000000000011         3745.87529999999999997      
   1.93330000000000000015               359   2656.96229999999999993         3767.99790000000000001      
   1.93999999999999999994               360   2675.81220000000000003         3790.18540000000000001      
   1.94670000000000000006               361   2694.72409999999999997         3812.43779999999999997      
   1.95330000000000000003               362   2713.69800000000000018         3834.75499999999999967      
   1.96000000000000000003               363   2732.73390000000000000         3857.13710000000000000      
   1.96670000000000000015               364   2751.83170000000000011         3879.58410000000000006      
   1.97330000000000000001               365   2770.99160000000000026         3902.09590000000000010      
   1.97999999999999999991               366   2790.21330000000000027         3924.67250000000000032      
   1.98670000000000000003               367   2809.49700000000000011         3947.31390000000000029      
   1.99329999999999999988               368   2828.84259999999999979         3970.02020000000000000      
   2.00000000000000000000               369   2848.25019999999999998         3992.79129999999999989      
   2.00670000000000000001               370   2867.71960000000000002         4015.62720000000000020      
   2.01329999999999999997               371   2887.25099999999999989         4038.52780000000000005      
   2.01999999999999999998               372   2906.84420000000000006         4061.49320000000000008      
   2.02669999999999999999               373   2926.49940000000000007         4084.52340000000000009      
   2.03329999999999999996               374   2946.21639999999999993         4107.61839999999999984      
   2.03999999999999999997               375   2965.99529999999999985         4130.77809999999999979      
   2.04669999999999999997               376   2985.83610000000000007         4154.00249999999999995      
   2.05329999999999999994               377   3005.73869999999999991         4177.29170000000000007      
   2.05999999999999999995               378   3025.70310000000000006         4200.64559999999999995      
   2.06669999999999999996               379   3045.72940000000000005         4224.06420000000000003      
   2.07329999999999999992               380   3065.81749999999999989         4247.54749999999999988      
   2.07999999999999999993               381   3085.96750000000000003         4271.09540000000000015      
   2.08669999999999999994               382   3106.17930000000000001         4294.70809999999999995      
   2.09329999999999999990               383   3126.45280000000000009         4318.38549999999999995      
   2.09999999999999999991               384   3146.78820000000000001         4342.12749999999999995      
   2.10669999999999999992               385   3167.18530000000000002         4365.93409999999999993      
   2.11330000000000000010               386   3187.64430000000000032         4389.80540000000000012      
   2.11999999999999999990               387   3208.16500000000000004         4413.74140000000000006      
   2.12669999999999999991               388   3228.74750000000000005         4437.74189999999999978      
   2.13330000000000000009               389   3249.39169999999999972         4461.80710000000000015      
   2.14000000000000000010               390   3270.09769999999999990         4485.93690000000000007      
